version,major,date,item_index,summary,full,cves
15.1,15,2022-11-10,22,Allow use of __sync_lock_test_and_set() for spinlocks on any machine (Tom Lane) §,"Allow use of __sync_lock_test_and_set() for spinlocks on any machine (Tom Lane) § This eases porting to new machine architectures, at least if you're using a compiler that supports this GCC builtin function.",
15.1,15,2022-11-10,23,Rename symbol REF to REF_P to avoid compile failure on recent macOS (Tom Lane) §,Rename symbol REF to REF_P to avoid compile failure on recent macOS (Tom Lane) §,
15.1,15,2022-11-10,24,"Avoid using sprintf , to avoid compile-time deprecation warnings (Tom Lane) §","Avoid using sprintf , to avoid compile-time deprecation warnings (Tom Lane) §",
15.1,15,2022-11-10,25,"Update time zone data files to tzdata release 2022f for DST law changes in Chile, Fiji, Iran, Jordan, Mexico, Palestine, and Syria, plus historical corrections for Chile, Crimea, Iran, and Mexico. (Tom Lane) §","Update time zone data files to tzdata release 2022f for DST law changes in Chile, Fiji, Iran, Jordan, Mexico, Palestine, and Syria, plus historical corrections for Chile, Crimea, Iran, and Mexico. (Tom Lane) § Also, the Europe/Kiev zone has been renamed to Europe/Kyiv. Also, the following zones have been merged into nearby, more-populous zones whose clocks have agreed with them since 1970: Antarctica/Vostok, Asia/Brunei, Asia/Kuala_Lumpur, Atlantic/Reykjavik, Europe/Amsterdam, Europe/Copenhagen, Europe/Luxembourg, Europe/Monaco, Europe/Oslo, Europe/Stockholm, Indian/Christmas, Indian/Cocos, Indian/Kerguelen, Indian/Mahe, Indian/Reunion, Pacific/Chuuk, Pacific/Funafuti, Pacific/Majuro, Pacific/Pohnpei, Pacific/Wake and Pacific/Wallis. (This indirectly affects zones that were already links to one of these: Arctic/Longyearbyen, Atlantic/Jan_Mayen, Iceland, Pacific/Ponape, Pacific/Truk, and Pacific/Yap.) America/Nipigon, America/Rainy_River, America/Thunder_Bay, Europe/Uzhgorod, and Europe/Zaporozhye were also merged into nearby zones after discovering that their claimed post-1970 differences from those zones seem to have been errors. In all these cases, the previous zone name remains as an alias; but the actual data is that of the zone that was merged into. These zone mergers result in loss of pre-1970 timezone history for the merged zones, which may be troublesome for applications expecting consistency of timestamptz display. As an example, the stored value 1944-06-01 12:00 UTC would previously display as 1944-06-01 13:00:00+01 if the Europe/Stockholm zone is selected, but now it will read out as 1944-06-01 14:00:00+02 . It is possible to build the time zone data files with options that will restore the older zone data, but that choice also inserts a lot of other old (and typically poorly-attested) zone data, resulting in more total changes from the previous release than accepting these upstream changes does. PostgreSQL has chosen to ship the tzdb data as-recommended, and so far as we are aware most major operating system distributions are doing likewise. However, if these changes cause significant problems for your application, a possible solution is to install a local build of the time zone data files using tzdb 's backwards-compatibility options (see their PACKRATDATA and PACKRATLIST options).",
15.2,15,2023-02-09,0,libpq can leak memory contents after GSSAPI transport encryption initiation fails (Jacob Champion) §,"libpq can leak memory contents after GSSAPI transport encryption initiation fails (Jacob Champion) § A modified server, or an unauthenticated man-in-the-middle, can send a not-zero-terminated error message during setup of GSSAPI (Kerberos) transport encryption. libpq will then copy that string, as well as following bytes in application memory up to the next zero byte, to its error report. Depending on what the calling application does with the error report, this could result in disclosure of application memory contents. There is also a small probability of a crash due to reading beyond the end of memory. Fix by properly zero-terminating the server message. (CVE-2022-41862)",CVE-2022-41862
15.2,15,2023-02-09,1,"Fix calculation of which GENERATED columns need to be updated in child tables during an UPDATE on a partitioned table or inheritance tree (Amit Langote, Tom Lane) § §","Fix calculation of which GENERATED columns need to be updated in child tables during an UPDATE on a partitioned table or inheritance tree (Amit Langote, Tom Lane) § § This fixes failure to update GENERATED columns that do not exist in the parent table, or that have different dependencies than are in the parent column's generation expression.",
15.2,15,2023-02-09,2,Fix possible failure of MERGE to compute GENERATED columns (Dean Rasheed) §,"Fix possible failure of MERGE to compute GENERATED columns (Dean Rasheed) § When the first row-level action of the MERGE was an UPDATE , any subsequent INSERT actions would fail to compute GENERATED columns that were deemed unnecessary to compute for the UPDATE action (due to not depending on any of the UPDATE target columns).",
15.2,15,2023-02-09,3,Fix MERGE 's check for unreachable WHEN clauses (Dean Rasheed) §,"Fix MERGE 's check for unreachable WHEN clauses (Dean Rasheed) § A WHEN clause following an unconditional WHEN clause should be rejected as unreachable, but this case was not always detected.",
15.2,15,2023-02-09,4,Fix MERGE 's rule-detection test (Dean Rasheed) §,Fix MERGE 's rule-detection test (Dean Rasheed) § MERGE is not supported on tables with rules; but it also failed on tables that once had rules but no longer do.,
15.2,15,2023-02-09,5,"In MERGE , don't count a DO NOTHING action as a processed tuple (Álvaro Herrera) §","In MERGE , don't count a DO NOTHING action as a processed tuple (Álvaro Herrera) § This makes the code's behavior match the documentation.",
15.2,15,2023-02-09,6,Allow a WITH RECURSIVE ... CYCLE CTE to access its output column (Tom Lane) §,Allow a WITH RECURSIVE ... CYCLE CTE to access its output column (Tom Lane) § A reference to the SET column from within the CTE would fail with cache lookup failed for type 0 .,
15.2,15,2023-02-09,7,Fix handling of pending inserts when doing a bulk insertion to a foreign table (Etsuro Fujita) § §,"Fix handling of pending inserts when doing a bulk insertion to a foreign table (Etsuro Fujita) § § In some cases pending insertions were not flushed to the FDW soon enough, leading to logical inconsistencies, for example BEFORE ROW triggers not seeing rows they should be able to see.",
15.2,15,2023-02-09,8,Allow REPLICA IDENTITY to be set on an index that's not (yet) valid (Tom Lane) §,"Allow REPLICA IDENTITY to be set on an index that's not (yet) valid (Tom Lane) § When pg_dump dumps a partitioned index that's marked REPLICA IDENTITY , it generates a command sequence that applies REPLICA IDENTITY before the partitioned index has been marked valid, causing restore to fail. There seems no very good reason to prohibit doing it in that order, so allow it. The marking will have no effect anyway until the index becomes valid.",
15.2,15,2023-02-09,9,Fix handling of DEFAULT markers in rules that perform an INSERT from a multi-row VALUES list (Dean Rasheed) §,"Fix handling of DEFAULT markers in rules that perform an INSERT from a multi-row VALUES list (Dean Rasheed) § In some cases a DEFAULT marker would not get replaced with the proper default-value expression, leading to an unrecognized node type error.",
15.2,15,2023-02-09,10,"Reject uses of undefined variables in jsonpath existence checks (Alexander Korotkov, David G. Johnston) §","Reject uses of undefined variables in jsonpath existence checks (Alexander Korotkov, David G. Johnston) § While jsonpath match operators threw an error for an undefined variable in the path pattern, the existence operators silently treated it as a match.",
15.2,15,2023-02-09,11,"Fix jsonb subscripting to cope with toasted subscript values (Tom Lane, David G. Johnston) §","Fix jsonb subscripting to cope with toasted subscript values (Tom Lane, David G. Johnston) § Using a text value fetched directly from a table as a jsonb subscript was likely to fail. Fetches would usually not find any matching element. Assignments could store the value with a garbage key, although keys long enough to cause that problem are probably rare in the field.",
15.2,15,2023-02-09,12,Fix edge-case data corruption in parallel hash joins (Dmitry Astapov) §,"Fix edge-case data corruption in parallel hash joins (Dmitry Astapov) § If the final chunk of a large tuple being written out to a temporary file was exactly 32760 bytes, it would be corrupted due to a fencepost bug. The query would typically fail later with corrupted-data symptoms.",
15.2,15,2023-02-09,13,Honor non-default settings of checkpoint_completion_target (Bharath Rupireddy) §,"Honor non-default settings of checkpoint_completion_target (Bharath Rupireddy) § Internal state was not updated after a change in checkpoint_completion_target , possibly resulting in performing checkpoint I/O faster or slower than desired, especially if that setting was changed on-the-fly.",
15.2,15,2023-02-09,14,Log the correct ending timestamp in recovery_target_xid mode (Tom Lane) §,"Log the correct ending timestamp in recovery_target_xid mode (Tom Lane) § When ending recovery based on the recovery_target_xid setting with recovery_target_inclusive = off , we printed an incorrect timestamp (always 2000-01-01) in the recovery stopping before ... transaction log message.",
15.2,15,2023-02-09,15,Improve error reporting for some buffered file read failures (Peter Eisentraut) §,"Improve error reporting for some buffered file read failures (Peter Eisentraut) § Correctly report a short read, giving the numbers of bytes desired and actually read, instead of reporting an irrelevant error code. Most places got this right already, but some recently-written replication logic did not.",
15.2,15,2023-02-09,16,Remove arbitrary limit on number of elements in int2vector and oidvector (Tom Lane) §,"Remove arbitrary limit on number of elements in int2vector and oidvector (Tom Lane) § The input functions for these types previously rejected more than 100 elements. With the introduction of the logical replication column list feature, it's necessary to accept int2vector s having up to 1600 columns, otherwise long column lists cause logical-replication failures.",
15.2,15,2023-02-09,17,"In extended query protocol, avoid an immediate commit after ANALYZE if we're running a pipeline (Tom Lane) §","In extended query protocol, avoid an immediate commit after ANALYZE if we're running a pipeline (Tom Lane) § If there's not been an explicit BEGIN TRANSACTION , ANALYZE would take it on itself to commit, which should not happen within a pipelined series of commands.",
15.2,15,2023-02-09,18,Reject cancel request packets having the wrong length (Andrey Borodin) §,"Reject cancel request packets having the wrong length (Andrey Borodin) § The server would process a cancel request even if its length word was too small. This led to reading beyond the end of the allocated buffer. In theory that could cause a segfault, but it seems quite unlikely to happen in practice, since the buffer would have to be very close to the end of memory. The more likely outcome was a bogus log message about wrong backend PID or cancel code. Complain about the wrong length, instead.",
15.2,15,2023-02-09,19,"Fix planner preprocessing oversights for window function run-condition expressions (Richard Guo, David Rowley) §","Fix planner preprocessing oversights for window function run-condition expressions (Richard Guo, David Rowley) § This could lead to planner errors such as WindowFunc not found in subplan target lists .",
15.2,15,2023-02-09,20,Fix possible dangling-pointer access during execution of window function run-condition expressions (David Rowley) §,"Fix possible dangling-pointer access during execution of window function run-condition expressions (David Rowley) § In practice, because the run-condition optimization is only applied to certain window functions that happen to all return int8 , this only manifested as a problem on 32-bit builds.",
15.2,15,2023-02-09,21,Add recursion and looping defenses in subquery pullup (Tom Lane) §,"Add recursion and looping defenses in subquery pullup (Tom Lane) § A contrived query can result in deep recursion and unreasonable amounts of time spent trying to flatten subqueries. A proper fix for that seems unduly invasive for a back-patch, but we can at least add stack depth checks and an interrupt check to allow the query to be cancelled.",
15.2,15,2023-02-09,22,Fix planner issues when combining Memoize nodes with partitionwise joins or parameterized nestloops (Richard Guo) § §,"Fix planner issues when combining Memoize nodes with partitionwise joins or parameterized nestloops (Richard Guo) § § These errors could lead to not using Memoize in contexts where it would be useful, or possibly to wrong query plans.",
15.2,15,2023-02-09,23,Fix partitionwise-join code to tolerate failure to produce a plan for each partition (Tom Lane) §,Fix partitionwise-join code to tolerate failure to produce a plan for each partition (Tom Lane) § This could result in could not devise a query plan for the given query errors.,
15.2,15,2023-02-09,24,Limit the amount of cleanup work done by get_actual_variable_range (Simon Riggs) §,"Limit the amount of cleanup work done by get_actual_variable_range (Simon Riggs) § Planner runs occurring just after deletion of a large number of tuples appearing at the end of an index could expend significant amounts of work setting the killed bits for those index entries. Limit the amount of work done in any one query by giving up on this process after examining 100 heap pages. All the cleanup will still happen eventually, but without so large a performance hiccup.",
15.2,15,2023-02-09,25,Prevent the statistics machinery from getting confused when a relation's relkind changes (Andres Freund) §,Prevent the statistics machinery from getting confused when a relation's relkind changes (Andres Freund) § Converting a table to a view could lead to crashes or assertion failures.,
15.2,15,2023-02-09,26,Fix under-parenthesized display of AT TIME ZONE constructs (Tom Lane) §,Fix under-parenthesized display of AT TIME ZONE constructs (Tom Lane) § This could result in dump/restore failures for rules or views in which an argument of AT TIME ZONE is itself an expression.,
15.2,15,2023-02-09,27,"Prevent clobbering of cached parsetrees for utility statements in SQL functions (Tom Lane, Daniel Gustafsson) §","Prevent clobbering of cached parsetrees for utility statements in SQL functions (Tom Lane, Daniel Gustafsson) § If a SQL-language function executes the same utility command more than once within a single calling query, it could crash or report strange errors such as unrecognized node type .",
15.2,15,2023-02-09,28,Ensure that execution of full-text-search queries can be cancelled while they are performing phrase matches (Tom Lane) §,Ensure that execution of full-text-search queries can be cancelled while they are performing phrase matches (Tom Lane) §,
15.2,15,2023-02-09,29,Fix memory leak in hashing strings with nondeterministic collations (Jeff Davis) §,Fix memory leak in hashing strings with nondeterministic collations (Jeff Davis) §,
15.2,15,2023-02-09,30,Fix deadlock between DROP DATABASE and logical replication worker process (Hou Zhijie) §,"Fix deadlock between DROP DATABASE and logical replication worker process (Hou Zhijie) § This was caused by an ill-advised choice to block interrupts while creating a logical replication slot in the worker. In version 15 that could lead to an undetected deadlock. In version 14, no deadlock has been observed, but it's still a bad idea to block interrupts while waiting for network I/O.",
15.2,15,2023-02-09,31,Clean up the libpq connection object after a failed replication connection attempt (Andres Freund) §,"Clean up the libpq connection object after a failed replication connection attempt (Andres Freund) § The previous coding leaked the connection object. In background code paths that's pretty harmless because the calling process will give up and exit. But in commands such as CREATE SUBSCRIPTION , such a failure resulted in a small session-lifespan memory leak.",
15.2,15,2023-02-09,32,"In hot-standby servers, reduce processing effort for tracking XIDs known to be active on the primary (Simon Riggs, Michail Nikolaev) §","In hot-standby servers, reduce processing effort for tracking XIDs known to be active on the primary (Simon Riggs, Michail Nikolaev) § Insufficiently-aggressive cleanup of the KnownAssignedXids array could lead to poor performance, particularly when max_connections is set to a large value on the standby.",
15.2,15,2023-02-09,33,Ignore invalidated logical-replication slots while determining oldest catalog xmin (Sirisha Chamarthi) §,"Ignore invalidated logical-replication slots while determining oldest catalog xmin (Sirisha Chamarthi) § A replication slot could prevent cleanup of dead tuples in the system catalogs even after it becomes invalidated due to exceeding max_slot_wal_keep_size . Thus, failure of a replication consumer could lead to indefinitely-large catalog bloat.",
15.2,15,2023-02-09,34,"In logical decoding, notify the remote node when a transaction is detected to have crashed (Hou Zhijie) §","In logical decoding, notify the remote node when a transaction is detected to have crashed (Hou Zhijie) § After a server restart, we'll re-stream the changes for transactions occurring shortly before the restart. Some of these transactions probably never completed; when we realize that one didn't we throw away the relevant decoding state locally, but we neglected to tell the subscriber about it. That led to the subscriber keeping useless streaming files until it's next restarted.",
15.2,15,2023-02-09,35,Fix uninitialized-memory usage in logical decoding (Masahiko Sawada) §,"Fix uninitialized-memory usage in logical decoding (Masahiko Sawada) § In certain cases, resumption of logical decoding could try to re-use XID data that had already been freed, leading to unpredictable behavior.",
15.2,15,2023-02-09,36,Acquire spinlock while updating shared state during logical decoding context creation (Masahiko Sawada) §,"Acquire spinlock while updating shared state during logical decoding context creation (Masahiko Sawada) § We neglected to acquire the appropriate lock while updating data about two-phase transactions, potentially allowing other processes to see inconsistent data.",
15.2,15,2023-02-09,37,Fix pgoutput replication plug-in to not send columns not listed in a table's replication column list (Hou Zhijie) §,"Fix pgoutput replication plug-in to not send columns not listed in a table's replication column list (Hou Zhijie) § UPDATE and DELETE events did not pay attention to the configured column list, thus sending more data than expected. This did not cause a problem when the receiver is our built-in logical replication code, but it might confuse other receivers, and in any case it wasted network bandwidth.",
15.2,15,2023-02-09,38,Avoid rare failed to acquire cleanup lock panic during WAL replay of hash-index page split operations (Robert Haas) §,Avoid rare failed to acquire cleanup lock panic during WAL replay of hash-index page split operations (Robert Haas) §,
15.2,15,2023-02-09,39,Advance a heap page's LSN when setting its all-visible bit during WAL replay (Jeff Davis) §,"Advance a heap page's LSN when setting its all-visible bit during WAL replay (Jeff Davis) § Failure to do this left the page possibly different on standby servers than the primary, and violated some other expectations about when the LSN changes. This seems only a theoretical hazard so far as PostgreSQL itself is concerned, but it could upset third-party tools.",
15.2,15,2023-02-09,40,Fix int64_div_fast_to_numeric() to work for a wider range of inputs (Dean Rasheed) §,"Fix int64_div_fast_to_numeric() to work for a wider range of inputs (Dean Rasheed) § This function misbehaved with some values of its second argument. No such usages exist in core PostgreSQL , but it's clearly a hazard for external modules, so repair.",
15.2,15,2023-02-09,41,Fix latent buffer-overrun problem in WaitEventSet logic (Thomas Munro) §,"Fix latent buffer-overrun problem in WaitEventSet logic (Thomas Munro) § The epoll -based and kqueue -based implementations could ask the kernel for too many events if the size of their internal buffer was different from the size of the caller's output buffer. That case is not known to occur in released PostgreSQL versions, but this error is a hazard for external modules and future bug fixes.",
15.2,15,2023-02-09,42,Avoid nominally-undefined behavior when accessing shared memory in 32-bit builds (Andres Freund) §,"Avoid nominally-undefined behavior when accessing shared memory in 32-bit builds (Andres Freund) § clang's undefined-behavior sanitizer complained about use of a pointer that was less aligned than it should be. It's very unlikely that this would cause a problem in non-debug builds, but it's worth fixing for testing purposes.",
15.2,15,2023-02-09,43,Fix assertion failure in BRIN minmax-multi opclasses (Tomas Vondra) §,"Fix assertion failure in BRIN minmax-multi opclasses (Tomas Vondra) § The assertion was overly strict, so this mistake was harmless in non-assert builds.",
15.2,15,2023-02-09,44,Remove faulty assertion in useless-RESULT-RTE optimization logic (Tom Lane) §,Remove faulty assertion in useless-RESULT-RTE optimization logic (Tom Lane) §,
15.2,15,2023-02-09,45,Fix copy-and-paste errors in cache-lookup-failure messages for ACL checks (Justin Pryzby) §,"Fix copy-and-paste errors in cache-lookup-failure messages for ACL checks (Justin Pryzby) § In principle these errors should never be reached. But if they are, some of them reported the wrong type of object.",
15.2,15,2023-02-09,46,Fix possible corruption of very large tablespace map files in pg_basebackup (Antonin Houska) §,Fix possible corruption of very large tablespace map files in pg_basebackup (Antonin Houska) §,
15.2,15,2023-02-09,47,Avoid harmless warning from pg_dump in --if-exists mode (Tom Lane) §,"Avoid harmless warning from pg_dump in --if-exists mode (Tom Lane) § If the public schema has a non-default owner then use of pg_dump 's --if-exists option resulted in a warning message warning: could not find where to insert IF EXISTS in statement ""-- *not* dropping schema, since initdb creates it"" . The dump output was okay, though.",
15.2,15,2023-02-09,48,Fix psql 's \sf and \ef commands to handle SQL-language functions that have SQL -standard function bodies (Tom Lane) §,Fix psql 's \sf and \ef commands to handle SQL-language functions that have SQL -standard function bodies (Tom Lane) § These commands misidentified the start of the function body when it used new-style syntax.,
15.2,15,2023-02-09,49,Fix tab completion of ALTER FUNCTION/PROCEDURE/ROUTINE ... SET SCHEMA (Dean Rasheed) §,Fix tab completion of ALTER FUNCTION/PROCEDURE/ROUTINE ... SET SCHEMA (Dean Rasheed) §,
15.2,15,2023-02-09,50,Update contrib/pageinspect to mark its disk-accessing functions as PARALLEL RESTRICTED (Tom Lane) §,"Update contrib/pageinspect to mark its disk-accessing functions as PARALLEL RESTRICTED (Tom Lane) § This avoids possible failure if one of these functions is used to examine a temporary table, since a session's temporary tables are not accessible from parallel workers.",
15.2,15,2023-02-09,51,Fix contrib/seg to not crash or print garbage if an input number has more than 127 digits (Tom Lane) §,Fix contrib/seg to not crash or print garbage if an input number has more than 127 digits (Tom Lane) §,
15.2,15,2023-02-09,52,Fix build on Microsoft Visual Studio 2013 (Tom Lane) §,"Fix build on Microsoft Visual Studio 2013 (Tom Lane) § A previous patch supposed that all platforms of interest have snprintf() , but MSVC 2013 isn't quite there yet. Revert to using sprintf() on that platform.",
15.2,15,2023-02-09,53,Fix compile failure in building PL/Perl with MSVC when using Strawberry Perl (Andrew Dunstan) §,Fix compile failure in building PL/Perl with MSVC when using Strawberry Perl (Andrew Dunstan) §,
15.2,15,2023-02-09,54,Fix mismatch of PL/Perl built with MSVC versus a Perl library built with gcc (Andrew Dunstan) §,Fix mismatch of PL/Perl built with MSVC versus a Perl library built with gcc (Andrew Dunstan) § Such combinations could previously fail with loadable library and perl binaries are mismatched errors.,
15.2,15,2023-02-09,55,Suppress compiler warnings from Perl's header files (Andres Freund) §,"Suppress compiler warnings from Perl's header files (Andres Freund) § Our preferred compiler options provoke warnings about constructs appearing in recent versions of Perl's header files. When using gcc , we can suppress these warnings with a pragma.",
15.2,15,2023-02-09,56,Fix pg_waldump to build on compilers that don't discard unused static-inline functions (Tom Lane) §,Fix pg_waldump to build on compilers that don't discard unused static-inline functions (Tom Lane) §,
15.2,15,2023-02-09,57,"Update time zone data files to tzdata release 2022g for DST law changes in Greenland and Mexico, plus historical corrections for northern Canada, Colombia, and Singapore. (Tom Lane) §","Update time zone data files to tzdata release 2022g for DST law changes in Greenland and Mexico, plus historical corrections for northern Canada, Colombia, and Singapore. (Tom Lane) § Notably, a new timezone America/Ciudad_Juarez has been split off from America/Ojinaga.",
15.3,15,2023-05-11,0,Prevent CREATE SCHEMA from defeating changes in search_path (Alexander Lakhin) § §,"Prevent CREATE SCHEMA from defeating changes in search_path (Alexander Lakhin) § § Within a CREATE SCHEMA command, objects in the prevailing search_path , as well as those in the newly-created schema, would be visible even within a called function or script that attempted to set a secure search_path . This could allow any user having permission to create a schema to hijack the privileges of a security definer function or extension script. The PostgreSQL Project thanks Alexander Lakhin for reporting this problem. (CVE-2023-2454)",CVE-2023-2454
15.3,15,2023-05-11,1,"Enforce row-level security policies correctly after inlining a set-returning function (Stephen Frost, Tom Lane) §","Enforce row-level security policies correctly after inlining a set-returning function (Stephen Frost, Tom Lane) § If a set-returning SQL-language function refers to a table having row-level security policies, and it can be inlined into a calling query, those RLS policies would not get enforced properly in some cases involving re-using a cached plan under a different role. This could allow a user to see or modify rows that should have been invisible. The PostgreSQL Project thanks Wolfgang Walther for reporting this problem. (CVE-2023-2455)",CVE-2023-2455
15.3,15,2023-05-11,2,"Fix potential corruption of the template (source) database after CREATE DATABASE with the STRATEGY WAL_LOG option (Nathan Bossart, Ryo Matsumura) §","Fix potential corruption of the template (source) database after CREATE DATABASE with the STRATEGY WAL_LOG option (Nathan Bossart, Ryo Matsumura) § Improper buffer handling created a risk that any later modification of the template's pg_class catalog would be lost.",
15.3,15,2023-05-11,3,Fix memory leakage and unnecessary disk reads during CREATE DATABASE with the STRATEGY WAL_LOG option (Andres Freund) §,Fix memory leakage and unnecessary disk reads during CREATE DATABASE with the STRATEGY WAL_LOG option (Andres Freund) §,
15.3,15,2023-05-11,4,Avoid crash when the new schema name is omitted in CREATE SCHEMA (Michael Paquier) §,"Avoid crash when the new schema name is omitted in CREATE SCHEMA (Michael Paquier) § The SQL standard allows writing CREATE SCHEMA AUTHORIZATION owner_name , with the schema name defaulting to owner_name . However some code paths expected the schema name to be present and would fail.",
15.3,15,2023-05-11,5,Fix various planner failures with MERGE commands (Tom Lane) § §,Fix various planner failures with MERGE commands (Tom Lane) § § Planning could fail with errors like variable not found in subplan target list or PlaceHolderVar found where not expected .,
15.3,15,2023-05-11,6,Fix the row count reported by MERGE for some corner cases (Dean Rasheed) § §,"Fix the row count reported by MERGE for some corner cases (Dean Rasheed) § § The row count reported in the command tag counted rows that actually hadn't been modified due to a BEFORE ROW trigger returning NULL. This is inconsistent with what happens in plain UPDATE or DELETE , so change it to not count such rows. Also, avoid counting a row twice when MERGE moves it into a different partition of a partitioned table.",
15.3,15,2023-05-11,7,"Fix MERGE problems with concurrent updates (Dean Rasheed, Álvaro Herrera) § §","Fix MERGE problems with concurrent updates (Dean Rasheed, Álvaro Herrera) § § Some cases misbehaved if a row to be updated or deleted by MERGE had just been updated by a concurrent transaction. This could lead to a crash, or the wrong merge action being executed, or no action at all.",
15.3,15,2023-05-11,8,Add support for decompiling MERGE commands (Álvaro Herrera) §,"Add support for decompiling MERGE commands (Álvaro Herrera) § This was overlooked when MERGE was added, but it's essential support for MERGE in new-style SQL functions.",
15.3,15,2023-05-11,9,Fix enabling/disabling of foreign-key triggers in partitioned tables (Tom Lane) §,"Fix enabling/disabling of foreign-key triggers in partitioned tables (Tom Lane) § ALTER TABLE ... ENABLE/DISABLE TRIGGER failed if applied to a partitioned table's foreign-key enforcement triggers, because it tried to locate the clone triggers for the partitions by name, and they do not have the same name. Locate them by parent-trigger OID instead.",
15.3,15,2023-05-11,10,Disallow altering composite types that are stored in indexes (Tom Lane) §,"Disallow altering composite types that are stored in indexes (Tom Lane) § ALTER TYPE disallows non-binary-compatible modifications of composite types if they are stored in any table columns. (Perhaps that will be allowed someday, but it hasn't happened yet; the locking implications of rewriting many tables are daunting.) We overlooked the possibility that an index might contain a composite type that doesn't also appear in its table.",
15.3,15,2023-05-11,11,Disallow system columns as elements of foreign keys (Tom Lane) §,"Disallow system columns as elements of foreign keys (Tom Lane) § Since the removal of OID as a system column, there is no plausible use-case for this, and various bits of code no longer support it. Disallow it rather than trying to fix all the cases.",
15.3,15,2023-05-11,12,Ensure that COPY TO from an RLS-enabled parent table does not copy any rows from child tables (Antonin Houska) §,"Ensure that COPY TO from an RLS-enabled parent table does not copy any rows from child tables (Antonin Houska) § The documentation is quite clear that COPY TO copies rows from only the named table, not any inheritance children it may have. However, if row-level security was enabled on the table then this stopped being true.",
15.3,15,2023-05-11,13,Avoid possible crash when array_position() or array_positions() is passed an empty array (Tom Lane) §,Avoid possible crash when array_position() or array_positions() is passed an empty array (Tom Lane) §,
15.3,15,2023-05-11,14,Fix possible out-of-bounds fetch in to_char() (Tom Lane) §,Fix possible out-of-bounds fetch in to_char() (Tom Lane) § With bad luck this could have resulted in a server crash.,
15.3,15,2023-05-11,15,Avoid buffer overread in translate() function (Daniil Anisimov) §,"Avoid buffer overread in translate() function (Daniil Anisimov) § When using the deletion feature, the function might fetch the byte just after the input string, creating a small risk of crash.",
15.3,15,2023-05-11,16,Adjust text-search-related character classification logic to correctly detect whether the prevailing locale is C (Jeff Davis) §,Adjust text-search-related character classification logic to correctly detect whether the prevailing locale is C (Jeff Davis) § This code got confused if the database's default collation uses ICU.,
15.3,15,2023-05-11,17,Avoid possible crash on empty input for type interval (Tom Lane) §,Avoid possible crash on empty input for type interval (Tom Lane) §,
15.3,15,2023-05-11,18,Re-allow exponential notation in ISO-8601 interval fields (Tom Lane) §,"Re-allow exponential notation in ISO-8601 interval fields (Tom Lane) § Interval input like P0.1e10D isn't officially sanctioned by ISO-8601, but we accepted it for a long time before version 15, so re-allow it.",
15.3,15,2023-05-11,19,Fix error cursor setting for parse errors in JSON string literals (Tom Lane) §,"Fix error cursor setting for parse errors in JSON string literals (Tom Lane) § Most cases in which a syntax error is detected in a string literal within a JSON value failed to set the error cursor appropriately. This led at least to an unhelpful error message (pointing to the token before the string, rather than the actual trouble spot), and could even result in a crash in v14 and later.",
15.3,15,2023-05-11,20,Fix data corruption due to vacuum_defer_cleanup_age being larger than the current 64-bit xid (Andres Freund) §,"Fix data corruption due to vacuum_defer_cleanup_age being larger than the current 64-bit xid (Andres Freund) § In v14 and later with non-default settings of vacuum_defer_cleanup_age , it was possible to compute a very large vacuum cleanup horizon xid, leading to vacuum removing rows that are still live. v12 and v13 have a lesser form of the same problem affecting only GiST indexes, which could lead to index pages getting recycled too early.",
15.3,15,2023-05-11,21,Fix parser's failure to detect some cases of improperly-nested aggregates (Tom Lane) §,Fix parser's failure to detect some cases of improperly-nested aggregates (Tom Lane) § This oversight could lead to executor failures for queries that should have been rejected as invalid.,
15.3,15,2023-05-11,22,Fix data structure corruption during parsing of serial SEQUENCE NAME options (David Rowley) §,Fix data structure corruption during parsing of serial SEQUENCE NAME options (David Rowley) § This can lead to trouble if an event trigger captures the corrupted parse tree.,
15.3,15,2023-05-11,23,Correctly update plan nodes' parallel-safety markings when moving initplans from one node to another (Tom Lane) §,Correctly update plan nodes' parallel-safety markings when moving initplans from one node to another (Tom Lane) § This planner oversight could lead to subplan was not initialized errors at runtime.,
15.3,15,2023-05-11,24,Avoid failure with PlaceHolderVars in extended-statistics code (Tom Lane) §,Avoid failure with PlaceHolderVars in extended-statistics code (Tom Lane) § Use of dependency-type extended statistics could fail with PlaceHolderVar found where not expected .,
15.3,15,2023-05-11,25,Fix incorrect tests for whether a qual clause applied to a subquery can be transformed into a window aggregate run condition within the subquery (David Rowley) §,"Fix incorrect tests for whether a qual clause applied to a subquery can be transformed into a window aggregate run condition within the subquery (David Rowley) § A SubPlan within such a clause would cause assertion failures or incorrect answers, as would some other unusual cases.",
15.3,15,2023-05-11,26,Disable the inverse-transition optimization for window aggregates when the call contains sub-SELECTs (David Rowley) §,"Disable the inverse-transition optimization for window aggregates when the call contains sub-SELECTs (David Rowley) § This optimization requires that the aggregate's argument expressions have repeatable results, which might not hold for a sub-SELECT.",
15.3,15,2023-05-11,27,"Fix oversights in execution of nested ARRAY[] constructs (Alexander Lakhin, Tom Lane) §","Fix oversights in execution of nested ARRAY[] constructs (Alexander Lakhin, Tom Lane) § Correctly detect overflow of the total space needed for the result array, avoiding a possible crash due to undersized output allocation. Also ensure that any trailing padding space in the result array is zeroed; while leaving garbage there is harmless for most purposes, it can result in odd behavior later.",
