item_ord,content_hash,model,prompt_version,category_content,confidence,is_security_hardening,is_performance,rationale
314,b2c49ae23af53b7d,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a parsing error in PL/pgSQL when handling CREATE FUNCTION/CREATE PROCEDURE statements with SQL-standard bodies, specifically allowing semicolons within the function body. This is fundamentally about the behavior of PL/pgSQL in processing SQL commands, which falls under the 'Data types, text & collation' category as it involves text handling and syntax parsing within the language."
315,5d59ef237dc31a60,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a bug in libpq's error handling during pipeline operations, specifically preventing a busy-loop when non-query errors (like connection loss) occur. This is about client-side library stability and correct error propagation, not security or performance."
316,3d6a140e5cde0f5c,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses an inconsistency in libpq's behavior regarding flushing the client output buffer, specifically ensuring that PQsendFlushRequest() adheres to the same rules as other PQsend functions. This is about client interface functionality and consistency, not security or performance."
317,042cd1d1cc35e46a,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition during OpenSSL initialization in libpq, which is a client interface component. Race conditions fall under concurrency issues, not security hardening, as it's about stability rather than a vulnerability."
318,a92769fd42a45f77,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a timing-dependent issue in GSSAPI data transmission during non-blocking mode, specifically related to libpq's handling of GSSAPI encryption. This is a client-side protocol and connection handling issue, not a security vulnerability or performance improvement."
319,798980141a63f0d1,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_dump where it incorrectly included RLS policies and security labels for extension member objects in the dump, which should be internal to the extension and not dumped. This is about ensuring correct behavior of the client tool pg_dump regarding what data it includes in the dump, specifically related to security labels and RLS policies."
320,b7938145c94af1b4,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific behavior in pg_dump where extended statistics objects are no longer dumped if their associated table isn't being dumped, aligning with how other dependent objects like indexes are handled. This is about ensuring correct dependency handling during database dumps, not about security, performance, or other categories."
321,b27a76d4b03a434e,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a scripting error in pgbench where a script ending with an open pipeline (missing \\endpipeline) would cause unexpected behavior. This is a client tool issue related to pgbench's script handling, not a security or performance problem."
322,3935e11d9866576b,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a crash occurring when inserting an array containing INT_MAX into a GIST index on an intarray, which is a memory safety issue related to handling large integer values in the index implementation."
323,fc8c42d875651aef,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an error message for a specific function in the pageinspect contrib module when used on a partitioned hash index, which is a data structure handling. This is about improving error reporting for a function that interacts with index structures, specifically within the context of partitioned indexes."
324,d41f7d32686bbb20,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses an error message for a specific function in the pgstattuple contrib module when used with a partitioned hash index, which is a data type and functionality issue within a contrib extension."
325,598b3b9e1753c379,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a Windows-specific behavior where launching subprocesses via cmd.exe would execute autorun commands from the registry, which could cause unexpected side effects. This is about preventing unintended execution of registry-based autorun commands during subprocess launches in pg_ctl and pg_regress."
326,e188a798ce03dc70,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix moves a function from one header file to another to avoid including a problematic header, which is a build system or platform-related issue. It does not address security, performance, or any of the other categories like execution correctness or storage."
327,9f4bc61eeb0ad9e6,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses compilation issues with a newer version of libxml2, which is a library used by PostgreSQL. This is related to the build process and compatibility with external dependencies, not to query execution, security, or performance."
328,8cc4ad566a20f3d4,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a compilation issue specific to Windows for the WAL_DEBUG code, which relates to the build process on a particular platform."
329,cf3ed4e3031635c0,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses compiler warnings related to Python header files, which is a build-time issue not affecting runtime behavior or security. It involves adjusting compiler options to suppress warnings, which falls under build system concerns."
330,ee44698d5e29c006,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a deprecation warning during compilation with LLVM 18, which relates to build system compatibility and compiler toolchain support, not to query execution, security, or performance."
331,8b64203cca853095,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,true,false,"The fix addresses a security vulnerability where non-owner users could access table statistics involving columns they don't have permission to read, potentially exposing security-relevant data. This is a privilege/access control issue that requires restricting visibility to table owners."
332,b1aad7eacfea9480,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where inserting multiple rows into a domain-over-array or domain-over-composite type column caused incorrect type handling or unexpected coercions, leading to potential wrong results or errors. This is fundamentally about ensuring correct data type behavior during insertion, which falls under data type semantics."
333,77c8e0f5b0a2bd88,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a privilege requirement for the MERGE statement with a DO NOTHING clause, ensuring that SELECT privilege on the target table is required even when no columns are read. This is about correct SQL semantics and privilege enforcement, not about query results, performance, or security vulnerabilities."
334,f1f6a21254f789ec,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific behavior in the MERGE statement where it now correctly handles cases of self-modified tuples and ensures that errors are thrown when a target row joins to multiple source rows or is updated by a later command in the transaction, aligning with SQL standard requirements."
335,d80a4f9e3bbf3b16,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses a logical error in partition pruning logic when dealing with NULL values in a boolean column, specifically when a query uses a boolean IS NOT clause. This affects the correctness of query results by incorrectly pruning partitions that should be included due to NULL handling in boolean comparisons."
336,2c6027d3d4eede80,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a missing behavior in ALTER FOREIGN TABLE SET SCHEMA where sequences owned by the foreign table were not being moved to the new schema, which is consistent with the behavior for regular tables. This is about ensuring correct ownership and schema management for foreign tables, falling under the category of execution and correctness related to schema operations."
337,87db949a66d2dabb,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a behavior where ALTER TABLE ... ADD COLUMN with an identity/serial column did not properly set the sequence's persistence (logged vs. unlogged) to match the table's persistence, which was inconsistent with CREATE UNLOGGED TABLE behavior. This is about the correct handling of sequence persistence in relation to table properties, falling under data type and sequence behavior."
338,db645932589edd49,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix improves an error message for a specific ALTER TABLE operation when dependencies exist, which falls under the category of execution correctness as it relates to SQL semantics and dependency handling during schema changes."
339,5ad0ea0f7c1c10f3,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the case-insensitivity of strategy keywords in CREATE DATABASE, aligning with other options' behavior. This is about consistency in SQL syntax handling, not a security issue, performance improvement, or a specific functional area like execution or indexes."
340,decc9ff738b59892,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses how EXPLAIN counts heap pages accessed during a bitmap heap scan, specifically ensuring that all pages returned by the bitmap index scan are counted, including those with no visible tuples. This is about the accuracy of query planning and execution metrics, not a security issue or performance improvement."
341,85d8040cf387e782,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue in EXPLAIN's output where subplans in MERGE statements were not correctly displaying parameters referencing variables from other parts of the plan tree. This is about the correctness of query planning and execution output, not about performance, security, or other categories."
342,3a4c2b90f2d4dba2,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a deadlock scenario that occurs during the cleanup of orphaned temporary tables, specifically when two sessions attempt to remove the same temporary table with dependencies (like owned sequences) simultaneously. This is fundamentally about backend stability and concurrency issues, not about query results, indexes, or other categories."
343,14ec7081958f5d43,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition during VACUUM's processing of frozen-XID values, which could lead to incorrect or inconsistent state due to concurrent updates. This is fundamentally about backend stability and concurrency, not about query results, performance, or security."
344,2b12a734c789bb02,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses buffer usage reporting during parallel vacuuming, specifically ensuring that buffer accesses by parallel workers are correctly counted in VERBOSE mode statistics. This is about accurate reporting of resource usage, not a security vulnerability or performance improvement."
345,52eff55297caf53d,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix prevents converting a table to a view within an outer SQL command that uses the table, which avoids potential crashes. This relates to backend stability and crashes, not to query results or performance."
346,a2c440816d6218f1,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses a bug where join conditions derived from equivalence classes were being applied at an incorrect plan level, specifically below outer joins instead of above them, which could lead to incorrect query results. This is fundamentally about query planning and optimization, as it involves the planner's handling of join conditions and equivalence classes."
347,7aa4f827464197c1,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an optimization issue in window functions, specifically preventing incorrect optimization of ntile() and count() with non-constant arguments, which could lead to errors like 'WindowFunc not found in subplan target lists'. This is fundamentally about query planning and optimization, as it involves the planner's handling of window function expressions and their interaction with subqueries."
348,b6cbd5455b9acdcb,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,true,"The fix addresses an optimization in the window function processing where the moving-aggregate mode is unnecessarily used for a non-moving window frame, which is a performance improvement in query execution."
349,3ff7adf20a03252c,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a bug where already-freed data is used during planning of partition-wise joins under GEQO, which would cause crashes. This is a stability issue related to memory management during query planning, not a security vulnerability or performance improvement."
350,43be351f80756a4f,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a memory management issue in the Memoize component where data is being freed while still in use, which could lead to undefined behavior or crashes. This is a memory safety issue related to improper memory handling, not a numeric or overflow problem."
351,8f73366193fd6763,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an error message that incorrectly reports the statistics kind code when a requested statistics kind is not yet built, which relates to the accuracy of error messages during query planning or statistics handling."
352,357279f809b4cb9b,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where RECORD-returning functions in FROM clauses were not properly validated against the expected column definitions specified by an AS clause, leading to potential runtime errors or assertion failures due to premature examination of the function's output. This is fundamentally about ensuring correct query execution semantics when handling function outputs in FROM clauses, which falls under execution correctness."
353,8f5730c4bef40778,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where SQL-language procedures returning a single composite-type column caused assertion failures or core dumps, which relates to the execution behavior of such procedures. This is fundamentally about incorrect behavior during execution, not a security or performance issue."
354,a471b74e59e51968,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix adds stack depth checks to recursive functions to prevent potential stack overflow, which is a memory-safety issue related to buffer overruns or out-of-bounds access in the call stack."
355,35422f132cec2ba5,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses a rounding error and integer overflow in the date_bin() function, specifically handling cases where the timestamp difference is an exact multiple of the stride and preventing integer overflow that would lead to incorrect results."
356,91f507698315d30f,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses integer overflow when performing arithmetic operations on timestamps, specifically when adding or subtracting intervals. This is a numeric overflow issue within the timestamp arithmetic logic, not a security vulnerability or performance improvement."
357,2461ab9aa5fbfec5,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition in pg_get_expr() where the function fails to return NULL when a referenced relation is dropped concurrently, which could lead to incorrect behavior or crashes. This is fundamentally about backend stability and concurrency issues, not a security vulnerability or performance improvement."
358,3b4e6aa40665d6a7,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses a bug where transaction IDs older than 2^31 transactions could be incorrectly identified as recent, affecting functions like pg_xact_status() and txid_status(). This is a correctness issue related to transaction ID handling, not a security vulnerability or performance improvement."
359,2dd3ed505730293e,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses a scenario where the freespace map could reference a page beyond the table's end, leading to read errors after certain recovery operations. This is a storage management issue related to the physical structure of the table."
360,1751ea14dfa3bc28,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a file descriptor leakage issue that occurs when an error is thrown during a wait operation in WaitEventSetWait, which relates to resource management and stability during error handling in the backend."
361,69f841ae09469083,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a potential corruption of the exception stack when a Foreign Data Wrapper (FDW) implements asynchronous append without properly configuring wait conditions for the Append plan node. This is a stability issue related to backend behavior during query execution, specifically involving the handling of asynchronous operations in FDWs."
362,2bac9f82402e24fc,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a scenario where accessing an index during reindexing could lead to an assertion failure, now promoting it to a runtime error for a clearer message. This is about preventing incorrect behavior during index operations, specifically related to index access during reindexing."
363,71d5b832a14f492a,qwen3:30b-a3b,v2,Indexes,0.95,true,false,"The fix addresses an issue where index-only scans on name columns were returning a truncated value from the index, which could potentially cause crashes or valgrind complaints. This is fundamentally about the correctness of index access methods, specifically how index-only scans handle name column values."
364,a24ae5f139ad35b8,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition in logical replication where an invalidation event might be missed during table sync operations, leading to delayed or missed synchronization of tables. This is fundamentally about ensuring correct behavior in replication logic, which falls under concurrency and stability issues."
365,6fe00674f7de3d89,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a crash related to DSM (Dynamic Shared Memory) allocations exceeding 4GB, which is a memory management issue. This is not a numeric overflow but a memory allocation boundary problem that could lead to security vulnerabilities."
366,82a04733b1d8ed18,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a connection issue where the server fails to set a client socket to non-blocking mode, which is a prerequisite for proper operation. This is a stability and correctness issue related to client connection handling, not a security vulnerability or performance improvement."
367,611f39e2f9ba68ef,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the issue of OpenSSL 3.0.0+ error codes being reported as numeric codes instead of readable messages, which is a problem with client-side error handling and user experience, not a security or performance issue."
368,b32789d4d4582a5e,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a potential issue with concurrent calls to bindtextdomain() in libpq and ecpglib, specifically noting that the Windows version of GNU gettext is not thread-safe for this function. This is a concurrency issue related to client interfaces and libraries, not a security vulnerability or performance improvement."
369,1499d582d970d744,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a crash occurring in the ecpg preprocessor when redefining a macro defined via the command line, which relates to backend stability and crash handling in a specific component (ecpg preprocessor)."
370,958ca5da5b540b96,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a false warning in ecpg (Embedded SQL for C) about unsupported features being passed to the server, which is a client-side tool issue."
371,819ac6db5be0efdf,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix ensures that the string result of the ecpg 'intoasc()' function is correctly zero-terminated, which is a correctness issue related to string handling in the client interface library."
372,feb585e07fbabc93,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific issue in the psql client tool where query results could be leaked after a query was cancelled, particularly when cancelling a non-last query in a multi-query string. This is a client-side behavior issue related to the handling of query cancellation in the psql command-line interface."
373,0492945ee9f84484,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_dumpall where role comments were not being dumped when --no-role-passwords was used, ensuring comments are included regardless of the password setting. This is a correction to the behavior of a client tool, specifically pg_dumpall, which is part of the client tools category."
374,4455e8055f760b93,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific issue with macOS Finder creating .DS_Store files that interfere with backup and recovery tools (pg_basebackup, pg_checksums, pg_rewind). It's about avoiding unnecessary file processing in client tools, not about query execution, security, or performance."
375,db400c00d96dafbe,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a parsing issue in PL/pgSQL related to single-line comments following expressions, specifically in a CASE statement. This is a syntax or parser error in the PL/pgSQL language, not a security or performance issue."
376,8069f60e28b863ae,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a false positive in the amcheck contrib module where differences in header types (short vs long) for variable-length datums were incorrectly flagged as errors, which is a correctness issue in the module's validation logic."
377,e8e00c127f985ded,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses bugs in BRIN index output functions, which are part of the BRIN index access method used for displaying index entries via the pageinspect contrib module. This is a correctness issue within the index access method itself, not a security or performance problem."
378,a33af32c74da35e7,qwen3:30b-a3b,v2,Extensions & contrib,0.95,false,false,"The fix addresses an issue in the postgres_fdw extension where unnecessary sorting by a constant was being generated, which could cause errors on the remote server due to misinterpretation of the ORDER BY clause. This is fundamentally about improving the correctness of query execution in the context of foreign data wrappers."
379,4068026e56d55c33,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix adjusts the time zone setting for the remote session in postgres_fdw from UTC to GMT, addressing a potential failure scenario where the remote server's timezone database might be missing entries. This is a correctness issue related to time zone handling in the client interface."
380,3fbd2b91cb3d1b9d,qwen3:30b-a3b,v2,Extensions & contrib,0.95,false,false,"The fix addresses the use of deprecated library functions in the contrib/xml2 module, which is related to the handling of XML data types and their processing within PostgreSQL. This is not a security issue or performance improvement but rather a maintenance update to keep the code compatible with newer versions of the libxml2 library."
381,5fe600bbc614a37d,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses an incompatibility with LLVM 18, which relates to the build system or platform compatibility, specifically involving the compiler or toolchain used to build PostgreSQL."
382,64a34a534fce92eb,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix allows 'make check' to work with the musl C library, which is a build-time compatibility adjustment for the build system to support a different C library implementation."
383,d2fb5e7a3222175d,qwen3:30b-a3b,v2,Client tools,0.95,true,false,"The fix addresses a security vulnerability where an attacker could inject SQL code via maliciously created objects, leading to unauthorized code execution during pg_dump. This is fundamentally about closing a security weakness related to access control and privilege escalation."
384,3c6a4a558b241eb8,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses an issue where VACUUM on the primary server could enter an infinite loop due to confusion about tuple removal after a standby server with an old transaction reconnects. This is fundamentally about the correctness of VACUUM operations, which manage storage and reclaim space, falling under the 'Storage, vacuum & TOAST' category. There's no indication of security hardening or performance improvement."
385,8c13d108b069321e,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue where attaching a table as a partition fails if the table previously had inheritance children. This relates to the behavior of partitioned tables and their interaction with inheritance, which falls under partitioning logic."
386,4fa79e24a2aaff0a,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue with the detachment of a partitioned table when indexes and constraints are inconsistently associated between the partitioned table and its partitions, specifically correcting the coninhcount value for constraints on the detached partition. This relates to the behavior of partitioned tables and their constraints, which falls under the partitioning category."
387,1ebfd39dc2ce1c67,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue where query execution could fail during a concurrent detach of a partition from a partitioned table, specifically related to partition pruning setup. This is fundamentally about ensuring correct behavior during partition management operations, which falls under partitioning and inheritance."
388,c93511b89f1c5de6,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue where the reltuples field in pg_class for a partitioned table wasn't correctly updated to zero after the last child partition was dropped, which affected the accuracy of query planning and statistics. This is fundamentally about the correctness of partitioned table metadata and statistics, which falls under the 'Partitioning & inheritance' category."
389,aa8a6c8a4b3cb3ff,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue with polymorphic output arguments in procedures, specifically resolving data types for the SQL CALL statement to prevent errors and crashes. This is fundamentally about correct execution semantics of SQL statements, not about performance or security."
390,0ddf72a0382e2773,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where stable functions called within a CALL statement's argument list were receiving an incorrect snapshot when executed inside an atomic context, leading to stale data visibility. This pertains to the execution semantics of functions within transaction contexts, specifically affecting how snapshots are handled during function calls in a transactional environment."
391,c4ec813bcabdc740,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses integer overflow in money type calculations, which is a numeric error related to arithmetic operations. It is not a security issue but a correctness problem in numeric handling."
392,faf0c5dd0b052bd2,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses an issue where the scale argument in numeric functions like round() and trunc() was incorrectly clamped to a limited range, causing wrong results for valid larger scale values. This is a numeric precision and arithmetic handling issue, not a security or performance problem."
393,6105d21810adf320,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue with the pg_size_pretty() function when handling the smallest possible bigint value, which relates to how numeric values are processed and formatted. This is a specific behavior of a data type function, not a security or performance issue."
394,41341611e44f4fc1,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific behavior of the pg_sequence_last_value() function, ensuring it returns NULL instead of throwing an error when used on unlogged sequences on standby servers or temporary sequences from other sessions. This is about correct function behavior under certain conditions, not about performance, security, or a broader category like planner or storage."
395,c81151755930f017,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue in the parsing logic of the websearch_to_tsquery() function, where certain punctuation characters (like parentheses) were incorrectly treated as data words instead of being ignored, leading to unexpected behavior in query parsing. This is fundamentally about the correct handling of text and query syntax in a specific function, which falls under data type and text processing."
396,0549fc456e566915,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses an integer overflow case when computing array dimensions, specifically rejecting invalid dimensions for an empty array. This is a numeric overflow issue, not a security vulnerability in the traditional sense, as the array remains empty and harmless."
397,f1b7c055e51c91a9,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where catalog cache entries could become stale during in-place updates of catalog tuples, specifically in the pg_database catalog, leading to potential misbehavior due to missed updates. This is a correctness issue related to catalog cache management, not a security vulnerability or performance improvement."
398,5af0338513196683,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a missing check for the updatability of view columns when using INSERT ... DEFAULT, ensuring an error is reported if a column is non-updatable rather than a generic error. This pertains to the correct handling of SQL semantics during execution, specifically related to view behavior and INSERT operations."
399,608e10a53c8a052f,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific error reporting issue in recursive queries with a WITH RECURSIVE clause, where the error message was unhelpful due to the order of error checks. It ensures that a more precise error is thrown when the query lacks a self-reference in the second arm of the UNION but has one elsewhere, such as in ORDER BY. This is fundamentally about query execution semantics and correctness, not security or performance."
400,79ebedb36c9f008c,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a concurrency issue where ALTER TABLE commands modifying table persistence (LOGGED/UNLOGGED) failed to lock owned sequences, risking data loss from concurrent nextval() calls. This is fundamentally about ensuring correct behavior during sequence management under concurrent operations, which falls under concurrency and locking."
401,b175dbbe35e337ce,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where a deferred AFTER trigger is queued for execution but no longer exists when the trigger is supposed to run, preventing an error and instead silently skipping the trigger. This is about ensuring correct behavior during trigger execution without causing errors due to missing triggers, which falls under execution correctness."
402,0cae569a9be00293,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a catalog cleanup issue where column-level privilege entries (pg_init_privs) were not removed when a table was dropped, potentially causing conflicts if the table's OID was reused. This is a catalog management problem related to privilege tracking, not a security vulnerability or performance issue."
403,7bdae9e7deffb534,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses an issue where the planner fails to select the correct arbiter index for ON CONFLICT when the index involves expressions or predicates, particularly when the query accesses the target table through an updatable view. This is fundamentally about query planning and optimization, as it involves the planner's ability to correctly identify and use the appropriate index for conflict resolution."
404,ad230fa85d16a257,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a permissions issue where an ALTER TABLE operation could inadvertently modify a temporary table belonging to another session, which is a security or access-control weakness. This is not about numeric overflow or performance, but about preventing unauthorized access to another session's temporary table."
405,5fc0c8abc62b6c5a,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an issue where statistics expressions in CREATE TABLE LIKE STATISTICS were not correctly adjusted for column numbering differences between the source and target tables, leading to invalid statistics objects. This is fundamentally about ensuring correct handling of statistics expressions during table creation, which falls under the category of 'Indexes' as statistics are closely tied to index usage and query planning."
406,91b0cec02ac5eeb4,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a bug where sub-queries generated from MIN() or MAX() aggregates were not being recalculated correctly in certain scenarios involving DISTINCT with hash aggregation, leading to incorrect results. This is fundamentally about query execution and correctness, specifically related to how aggregate functions interact with query planning and execution logic."
407,e439762558838aea,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a crash caused by accessing pointers to a dynamically loaded module after it has been unloaded, which is a memory safety issue related to JIT compilation. This is not a numeric overflow or a performance issue, but rather a stability problem that could lead to a crash due to invalid memory access."
408,b3300def54921046,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a change in behavior of libxml2 version 2.13.x, specifically suppressing a redundant error message that was previously reported in earlier versions. This is about handling external library behavior changes to maintain consistent error reporting, not about query results, security, performance, or any of the other categories."
409,69049654b655fc1b,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an inconsistency in how subtransactions of prepared transactions are handled during standby server startup, specifically ensuring that subtransactions are correctly accounted for rather than being treated as aborted. This relates to the replication and recovery process, as it involves WAL replay and standby behavior."
410,2b1943fbc312e5b0,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an issue where logical replication slots were incorrectly initialized, causing assertion failures or incorrect decoding results when the slot's start point was set within a transaction. This is fundamentally about the correctness of logical replication behavior, which falls under the 'Replication & recovery' category."
411,319a1d71735986eb,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an error related to dropping statistics during replication slot creation and drop, which is a specific issue in the replication process. This does not involve security hardening or performance improvements, but rather a correctness issue in replication handling."
412,3c877bcb2716b61b,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a memory leak in the logical replication WAL sender specifically when handling partitioned tables with differing row types across partitions. This is a resource management issue affecting backend stability, not a security vulnerability or performance improvement."
413,37ec1ae61a74c47c,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a memory leakage issue caused by incorrectly switching the memory context to TopMemoryContext during the processing of notify or sinval interrupts, leading to session-lifespan memory leaks for data allocated before the context was restored. This is a memory safety issue related to improper memory management, not a numeric or overflow problem."
414,3b6037e1bc39516b,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a reference count overflow in shared memory statistics handling, which could lead to failures in backend process starts after many sessions. This is a memory management issue affecting stability, not a security vulnerability or performance improvement."
415,030570f50c49de4a,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a deadlock and assertion failure during the truncation of the multixact SLRU log, which involves concurrent processes (a process and the checkpointer) competing for resources. This is fundamentally about backend stability and concurrency issues, not about query results, indexes, or other categories."
416,13df9c00045bf7ff,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a potential issue where Windows sockets might not correctly report the end-of-input event after a remote disconnection, leading to indefinite waiting or timeouts. This is a stability and correctness issue related to socket handling in the network layer, not a security vulnerability or performance improvement."
